,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
9798,168526277,24,3e Arrondissement,100%,99%,Entire home/apt,3,76.0,"['email', 'phone']",1 bath,141.0,Brice,608479477368655410,1.0,bath,608479477368655410
9799,31844284,6,4e Arrondissement,100%,100%,Entire home/apt,54,120.0,"['email', 'phone']",1 bath,40.0,Camille,608587880713515658,1.0,bath,608587880713515658
9800,246191110,0,9e Arrondissement,96%,100%,Entire home/apt,9,52.0,"['email', 'phone']",1 bath,1000.0,Ccjm,609062048666240161,1.0,bath,609062048666240161
9802,227265505,0,7e Arrondissement,75%,67%,Entire home/apt,38,120.0,['phone'],1 bath,390.0,Julien,609243818929439229,1.0,bath,609243818929439229
9803,455207152,16,4e Arrondissement,93%,100%,Entire home/apt,26,60.0,"['email', 'phone']",1 bath,719.0,Nathalie,609387147480646318,1.0,bath,609387147480646318
9804,39926485,1,6e Arrondissement,100%,100%,Entire home/apt,19,140.0,"['email', 'phone']",1 bath,1000.0,Thibault,609820932765547533,1.0,bath,609820932765547533
9805,455307162,4,3e Arrondissement,100%,100%,Entire home/apt,23,50.0,"['email', 'phone']",1 bath,260.0,Elias,609907794633327412,1.0,bath,609907794633327412
9806,226216922,15,3e Arrondissement,100%,100%,Entire home/apt,32,74.0,"['email', 'phone']",1 bath,1000.0,David,609927746431765163,1.0,bath,609927746431765163
9807,446796583,4,1er Arrondissement,100%,100%,Entire home/apt,5,86.0,"['email', 'phone']",1 bath,523.0,Jean Philippe,610045140204453814,1.0,bath,610045140204453814
9808,251684036,14,6e Arrondissement,100%,100%,Entire home/apt,49,79.0,"['email', 'phone']",1 bath,732.0,Patricia,610503113125148319,1.0,bath,610503113125148319
9809,446796583,5,1er Arrondissement,100%,100%,Entire home/apt,9,82.0,"['email', 'phone']",1 bath,468.0,Jean Philippe,610747291948891675,1.0,bath,610747291948891675
9810,7961151,0,9e Arrondissement,100%,33%,Private room,41,30.0,"['email', 'phone']",2 shared baths,1000.0,Yacine,611034576666767515,2.0,shared baths,611034576666767515
9811,20250087,0,5e Arrondissement,57%,90%,Entire home/apt,7,75.0,"['email', 'phone']",1 bath,881.0,Théodore,611175552097942605,1.0,bath,611175552097942605
9812,226216922,7,9e Arrondissement,100%,100%,Entire home/apt,36,123.0,"['email', 'phone']",1 bath,1000.0,David,611246765868859037,1.0,bath,611246765868859037
9814,319512702,6,4e Arrondissement,98%,97%,Entire home/apt,24,60.0,"['email', 'phone']",1 bath,1000.0,Sébastien,611286879172768285,1.0,bath,611286879172768285
9815,319512702,0,5e Arrondissement,98%,97%,Entire home/apt,26,50.0,"['email', 'phone']",2 baths,1000.0,Sébastien,611365000837914421,2.0,baths,611365000837914421
9816,319512702,6,7e Arrondissement,98%,97%,Entire home/apt,27,65.0,"['email', 'phone']",1 bath,1000.0,Sébastien,611382846739930256,1.0,bath,611382846739930256
9817,81248598,0,1er Arrondissement,95%,95%,Entire home/apt,29,128.0,"['email', 'phone']",1 bath,1000.0,Jordan,611598547311588388,1.0,bath,611598547311588388
9819,455751283,23,6e Arrondissement,100%,100%,Entire home/apt,48,75.0,"['email', 'phone']",1 bath,1000.0,Olivier,612077588107326485,1.0,bath,612077588107326485
9820,446105222,3,7e Arrondissement,100%,100%,Entire home/apt,10,70.0,"['email', 'phone']",1 bath,215.0,Régine,612080221210855726,1.0,bath,612080221210855726
9821,152978889,0,7e Arrondissement,100%,100%,Entire home/apt,33,70.0,"['email', 'phone']",1 bath,955.0,Yanis,612159967183932532,1.0,bath,612159967183932532
9822,25690244,2,6e Arrondissement,91%,100%,Entire home/apt,39,180.0,"['email', 'phone']",2.5 baths,873.0,Sebastien,612315628554293573,2.5,baths,612315628554293573
9823,452075898,2,1er Arrondissement,100%,93%,Entire home/apt,15,65.0,"['email', 'phone']",2.5 baths,508.0,Leo,612323916998471010,2.5,baths,612323916998471010
9824,238426837,16,5e Arrondissement,100%,100%,Entire home/apt,36,75.0,"['email', 'phone']",1 bath,481.0,Gabriel,612400791926957641,1.0,bath,612400791926957641
9825,411606652,2,4e Arrondissement,100%,89%,Private room,5,45.0,"['email', 'phone']",1 shared bath,60.0,Nina,612645825718569884,1.0,shared bath,612645825718569884
9826,283626152,0,9e Arrondissement,50%,30%,Entire home/apt,1,100.0,"['email', 'phone']",1 bath,111.0,Ayman,612887053770399723,1.0,bath,612887053770399723
9827,455799935,6,4e Arrondissement,100%,100%,Entire home/apt,33,61.0,"['email', 'phone']",1 bath,865.0,Isabelle,612988502725512174,1.0,bath,612988502725512174
9828,275569952,7,6e Arrondissement,62%,80%,Private room,32,36.0,"['email', 'phone']",1 shared bath,647.0,Clément,613000658326491738,1.0,shared bath,613000658326491738
9829,57982469,0,2e Arrondissement,100%,100%,Entire home/apt,36,49.0,"['email', 'phone']",1 bath,556.0,Claire,613032829647502898,1.0,bath,613032829647502898
9830,53309073,1,6e Arrondissement,100%,100%,Entire home/apt,34,250.0,"['email', 'phone']",1 bath,1000.0,Thierry,613040347163547572,1.0,bath,613040347163547572
9831,22036765,7,6e Arrondissement,75%,100%,Entire home/apt,24,70.0,"['email', 'phone']",1 bath,449.0,Amaury,613103131161889252,1.0,bath,613103131161889252
9832,109423597,10,8e Arrondissement,100%,100%,Entire home/apt,34,55.0,"['email', 'phone']",1 bath,1000.0,Margot,613399555817721101,1.0,bath,613399555817721101
9833,107337715,9,5e Arrondissement,96%,100%,Entire home/apt,42,109.0,"['email', 'phone']",1 bath,341.0,Brice,613421000832879623,1.0,bath,613421000832879623
9835,56938722,6,6e Arrondissement,96%,100%,Entire home/apt,32,81.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Pauline,613540077177688730,1.0,bath,613540077177688730
9836,8067536,7,3e Arrondissement,99%,98%,Entire home/apt,20,109.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,613550708905708881,1.5,baths,613550708905708881
9837,8067536,19,2e Arrondissement,99%,98%,Entire home/apt,20,109.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,613550736663428340,1.5,baths,613550736663428340
9838,55833376,3,4e Arrondissement,100%,100%,Entire home/apt,53,90.0,"['email', 'phone']",1 bath,1000.0,Nicolas,613658653680476897,1.0,bath,613658653680476897
9839,54364443,4,1er Arrondissement,100%,100%,Private room,18,41.0,"['email', 'phone']",1 shared bath,977.0,Flora,613779272950641179,1.0,shared bath,613779272950641179
9840,168526277,23,3e Arrondissement,100%,99%,Entire home/apt,6,80.0,"['email', 'phone']",1 bath,119.0,Brice,613788121481922533,1.0,bath,613788121481922533
9841,14182487,20,6e Arrondissement,100%,100%,Private room,27,56.0,"['email', 'phone', 'work_email']",1 private bath,1000.0,Stéphanie,614225438953916297,1.0,private bath,614225438953916297
9842,58150578,2,1er Arrondissement,57%,100%,Private room,5,115.0,"['email', 'phone']",1 bath,153.0,Alexandra,614259238345722479,1.0,bath,614259238345722479
9843,226216922,7,3e Arrondissement,100%,100%,Entire home/apt,34,86.0,"['email', 'phone']",1 bath,1000.0,David,614283856402813809,1.0,bath,614283856402813809
9844,369826491,19,1er Arrondissement,97%,98%,Entire home/apt,17,146.0,"['email', 'phone']",2 baths,1000.0,WeHost,614459352620732465,2.0,baths,614459352620732465
9845,89188271,7,3e Arrondissement,90%,100%,Entire home/apt,25,95.0,"['email', 'phone']",1 bath,176.0,Sarkis,614531073258289240,1.0,bath,614531073258289240
9846,31018976,1,5e Arrondissement,100%,100%,Entire home/apt,13,150.0,"['email', 'phone']",1 bath,510.0,Bertrand,614901134274583052,1.0,bath,614901134274583052
9847,104290392,19,8e Arrondissement,100%,100%,Entire home/apt,60,95.0,"['email', 'phone']",1.5 baths,1000.0,Steve,614970245331103338,1.5,baths,614970245331103338
9848,452694773,16,9e Arrondissement,100%,100%,Private room,15,31.0,"['email', 'phone']",1 shared bath,635.0,Leonardo,615124656733271450,1.0,shared bath,615124656733271450
9849,24527597,2,7e Arrondissement,80%,75%,Entire home/apt,38,70.0,"['email', 'phone']",1 bath,929.0,Sarah,615211797442219543,1.0,bath,615211797442219543
9850,70994017,0,3e Arrondissement,91%,100%,Entire home/apt,52,60.0,"['email', 'phone']",1 bath,1000.0,Anne-Carole,615569293312863140,1.0,bath,615569293312863140
9851,276030152,30,8e Arrondissement,100%,100%,Entire home/apt,24,61.0,"['email', 'phone']",1 bath,876.0,Anaïs,615753112297432019,1.0,bath,615753112297432019
9852,219393761,15,1er Arrondissement,97%,100%,Entire home/apt,20,150.0,"['email', 'phone']",1 bath,585.0,Axel,615789811904067369,1.0,bath,615789811904067369
9853,226216922,8,7e Arrondissement,100%,100%,Entire home/apt,32,74.0,"['email', 'phone']",1 bath,1000.0,David,616303415930634003,1.0,bath,616303415930634003
9854,5719663,12,5e Arrondissement,100%,90%,Entire home/apt,36,32.0,"['email', 'phone']",1 bath,755.0,Serge,616352699680041791,1.0,bath,616352699680041791
9855,226216922,10,3e Arrondissement,100%,100%,Entire home/apt,31,62.0,"['email', 'phone']",1 bath,1000.0,David,616374382202259216,1.0,bath,616374382202259216
9856,128516747,2,6e Arrondissement,50%,100%,Entire home/apt,25,150.0,"['email', 'phone']",1 bath,476.0,Jules,616430667355085146,1.0,bath,616430667355085146
9858,155608828,32,1er Arrondissement,95%,100%,Entire home/apt,28,121.0,"['email', 'phone']",1 bath,111.0,Alam,616733179952278901,1.0,bath,616733179952278901
9859,194068348,6,1er Arrondissement,90%,100%,Entire home/apt,46,91.0,"['email', 'phone']",1 bath,1000.0,Allan,617247564806357556,1.0,bath,617247564806357556
9861,10758726,0,9e Arrondissement,43%,94%,Entire home/apt,29,696.0,"['email', 'phone']",2 baths,1000.0,Claire,617707620499176450,2.0,baths,617707620499176450
9862,233678364,2,5e Arrondissement,40%,0%,Private room,4,55.0,['phone'],1 private bath,45.0,Evelyne,617757197402449780,1.0,private bath,617757197402449780
9863,319512702,3,4e Arrondissement,98%,97%,Entire home/apt,19,65.0,"['email', 'phone']",1 bath,1000.0,Sébastien,617920326501941553,1.0,bath,617920326501941553
9864,319512702,5,2e Arrondissement,98%,97%,Entire home/apt,22,65.0,"['email', 'phone']",1 bath,1000.0,Sébastien,617921351401420186,1.0,bath,617921351401420186
9865,319512702,1,4e Arrondissement,98%,97%,Entire home/apt,18,65.0,"['email', 'phone']",1 bath,1000.0,Sébastien,617921404541715652,1.0,bath,617921404541715652
9866,320346924,6,7e Arrondissement,100%,100%,Entire home/apt,23,54.0,"['email', 'phone']",1 bath,1000.0,Charles,618082921864814379,1.0,bath,618082921864814379
9868,219393761,5,5e Arrondissement,97%,100%,Entire home/apt,20,75.0,"['email', 'phone']",1 bath,587.0,Axel,618528274982641167,1.0,bath,618528274982641167
9869,18860536,0,4e Arrondissement,75%,86%,Entire home/apt,7,160.0,['phone'],1 bath,559.0,Boris,618533991820361906,1.0,bath,618533991820361906
9870,457239738,16,1er Arrondissement,100%,100%,Entire home/apt,19,48.0,"['email', 'phone']",1 bath,1000.0,Zhenxing,618580566294500991,1.0,bath,618580566294500991
9871,34713735,8,1er Arrondissement,72%,100%,Entire home/apt,25,99.0,"['email', 'phone']",1 bath,664.0,Dorothee,618592895352294038,1.0,bath,618592895352294038
9872,168526277,33,3e Arrondissement,100%,99%,Entire home/apt,8,96.0,"['email', 'phone']",1 bath,304.0,Brice,618609996954229931,1.0,bath,618609996954229931
9873,56488078,14,5e Arrondissement,100%,100%,Entire home/apt,31,55.0,"['email', 'phone']",1 bath,544.0,Didier,618615930658945151,1.0,bath,618615930658945151
9875,436121272,7,2e Arrondissement,98%,100%,Entire home/apt,23,70.0,"['email', 'phone']",1 bath,1000.0,Sébastien,618618658159322807,1.0,bath,618618658159322807
9876,457090454,3,3e Arrondissement,100%,100%,Entire home/apt,18,75.0,['phone'],1 bath,1000.0,Charlene,618626388514686458,1.0,bath,618626388514686458
9877,127210791,9,3e Arrondissement,77%,100%,Entire home/apt,14,100.0,"['email', 'phone']",1 bath,629.0,Bérangère,619254152373154488,1.0,bath,619254152373154488
9878,256806216,17,7e Arrondissement,89%,100%,Entire home/apt,42,80.0,"['email', 'phone']",1 bath,224.0,Dirix,619316481702284642,1.0,bath,619316481702284642
9879,444009179,21,3e Arrondissement,100%,100%,Entire home/apt,42,75.0,"['email', 'phone']",1 bath,802.0,Hysie,619331473077845877,1.0,bath,619331473077845877
9880,226216922,6,7e Arrondissement,100%,100%,Entire home/apt,33,74.0,"['email', 'phone']",1 bath,1000.0,David,619357311964351238,1.0,bath,619357311964351238
9881,456118273,5,3e Arrondissement,100%,100%,Entire home/apt,16,70.0,['phone'],1 bath,1000.0,Orbiane,619358733255334842,1.0,bath,619358733255334842
9882,165100122,5,3e Arrondissement,100%,100%,Private room,68,45.0,"['email', 'phone']",1 shared bath,642.0,Carol,619394885890203130,1.0,shared bath,619394885890203130
9883,76744297,6,5e Arrondissement,100%,90%,Private room,11,45.0,"['email', 'phone']",1 shared bath,391.0,Bernadette,619431637582618708,1.0,shared bath,619431637582618708
9885,285323385,7,9e Arrondissement,96%,100%,Entire home/apt,30,99.0,"['email', 'phone']",1 bath,1000.0,Manon,619513514959340027,1.0,bath,619513514959340027
9886,332918560,5,7e Arrondissement,100%,100%,Entire home/apt,28,80.0,"['email', 'phone']",1 bath,1000.0,Alphonse,619552834806398530,1.0,bath,619552834806398530
9887,80750110,18,3e Arrondissement,100%,94%,Entire home/apt,24,58.0,"['email', 'phone']",1 bath,1000.0,Christophe,619559064402770082,1.0,bath,619559064402770082
9888,169993390,6,3e Arrondissement,94%,70%,Entire home/apt,6,48.0,"['email', 'phone']",1 bath,496.0,Wilfried,619559991498460545,1.0,bath,619559991498460545
9889,32922748,0,7e Arrondissement,39%,100%,Entire home/apt,34,70.0,"['email', 'phone']",1 bath,427.0,Mehdi,619561985368270506,1.0,bath,619561985368270506
9890,404333809,6,4e Arrondissement,88%,100%,Private room,17,60.0,"['email', 'phone']",1 private bath,960.0,Maryse,619570084294575778,1.0,private bath,619570084294575778
9891,54504417,0,7e Arrondissement,67%,100%,Entire home/apt,29,91.0,"['email', 'phone']",1 bath,534.0,Maxime,619899226696396982,1.0,bath,619899226696396982
9892,446502404,6,8e Arrondissement,87%,100%,Entire home/apt,29,31.0,"['email', 'phone']",1 bath,1000.0,Lionel,619959242983736673,1.0,bath,619959242983736673
9893,6332008,1,8e Arrondissement,53%,92%,Entire home/apt,15,56.0,"['email', 'phone']",1 bath,414.0,Audrey,619997096100711371,1.0,bath,619997096100711371
9894,5495029,7,3e Arrondissement,100%,100%,Entire home/apt,33,50.0,"['email', 'phone']",1 bath,429.0,Gael,620063485734887677,1.0,bath,620063485734887677
9895,14708337,1,6e Arrondissement,100%,100%,Entire home/apt,11,65.0,"['email', 'phone']",1 bath,381.0,Aissa,620090589714054957,1.0,bath,620090589714054957
9896,8067536,13,3e Arrondissement,99%,98%,Entire home/apt,21,82.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,620104725681659040,1.5,baths,620104725681659040
9897,168526277,19,6e Arrondissement,100%,99%,Entire home/apt,7,80.0,"['email', 'phone']",1 bath,375.0,Brice,620153724958597661,1.0,bath,620153724958597661
9898,168526277,15,9e Arrondissement,100%,99%,Entire home/apt,7,76.0,"['email', 'phone']",1 bath,728.0,Brice,620170088953831019,1.0,bath,620170088953831019
9899,448639996,0,3e Arrondissement,71%,100%,Entire home/apt,8,48.0,"['email', 'phone', 'work_email']",1 bath,209.0,Eric,620221646325158232,1.0,bath,620221646325158232
9900,410748140,4,4e Arrondissement,100%,100%,Entire home/apt,12,90.0,"['email', 'phone']",1 bath,1000.0,Céline,620233226306870901,1.0,bath,620233226306870901
9901,24958197,1,9e Arrondissement,60%,100%,Entire home/apt,44,160.0,"['email', 'phone']",2 baths,1000.0,Adrien,620236919987211578,2.0,baths,620236919987211578
9902,409800875,2,3e Arrondissement,100%,100%,Entire home/apt,24,77.0,"['email', 'phone']",1 bath,1000.0,Fabien,620735231172158947,1.0,bath,620735231172158947
9903,54263195,14,6e Arrondissement,81%,100%,Entire home/apt,37,90.0,"['email', 'phone']",1 bath,211.0,Chloé,620785820681045235,1.0,bath,620785820681045235
9904,319512702,1,6e Arrondissement,98%,97%,Entire home/apt,21,73.0,"['email', 'phone']",1 bath,1000.0,Sébastien,620814624249835723,1.0,bath,620814624249835723
9905,246191110,0,9e Arrondissement,96%,100%,Entire home/apt,25,44.0,"['email', 'phone']",1 bath,1000.0,Ccjm,620819016243740226,1.0,bath,620819016243740226
9906,10748463,16,6e Arrondissement,93%,100%,Entire home/apt,33,130.0,"['email', 'phone']",2 baths,479.0,Laila,620884551710282208,2.0,baths,620884551710282208
9907,57309153,21,3e Arrondissement,83%,100%,Private room,30,61.0,"['email', 'phone']",1 shared bath,827.0,Eloïse,620902626272082501,1.0,shared bath,620902626272082501
9908,14708337,1,3e Arrondissement,100%,100%,Entire home/apt,26,57.0,"['email', 'phone']",1 bath,259.0,Aissa,620950336545318594,1.0,bath,620950336545318594
9909,314079802,11,8e Arrondissement,100%,100%,Entire home/apt,44,65.0,"['email', 'phone']",1 bath,889.0,Remi,621012804436291522,1.0,bath,621012804436291522
9910,74147181,5,3e Arrondissement,100%,100%,Entire home/apt,25,73.0,"['email', 'phone']",1 bath,1000.0,Linda,621296761330737029,1.0,bath,621296761330737029
9911,210702674,4,6e Arrondissement,67%,100%,Entire home/apt,2,43.0,"['email', 'phone']",1 bath,316.0,Jeanne,621305721588049749,1.0,bath,621305721588049749
9912,226216922,5,3e Arrondissement,100%,100%,Entire home/apt,32,145.0,"['email', 'phone']",1.5 baths,1000.0,David,621402280759390705,1.5,baths,621402280759390705
9913,226216922,13,1er Arrondissement,100%,100%,Entire home/apt,29,98.0,"['email', 'phone']",1.5 baths,1000.0,David,621446366711957323,1.5,baths,621446366711957323
9914,457868444,23,7e Arrondissement,100%,100%,Entire home/apt,29,84.0,"['email', 'phone']",1 bath,527.0,Andrei,621450266324792183,1.0,bath,621450266324792183
9915,457878308,11,3e Arrondissement,100%,100%,Entire home/apt,46,225.0,"['email', 'phone']",1 bath,140.0,Raphael Manuel,621501000822150593,1.0,bath,621501000822150593
9916,1697989,14,9e Arrondissement,54%,90%,Private room,14,47.0,"['email', 'phone']",1 shared 1 half-bath,496.0,Jean-Marc,621564033464643796,1.0,shared 1 half-bath,621564033464643796
9917,457937595,0,8e Arrondissement,90%,70%,Shared room,2,30.0,"['email', 'phone']",1 shared bath,323.0,Radji,621731944077605897,1.0,shared bath,621731944077605897
9918,32760961,18,6e Arrondissement,83%,100%,Private room,7,55.0,"['email', 'phone']",1 private bath,435.0,Romain,622200838802098693,1.0,private bath,622200838802098693
9919,35876082,5,7e Arrondissement,71%,100%,Entire home/apt,45,75.0,"['email', 'phone']",1 bath,612.0,Marie,622305167741430748,1.0,bath,622305167741430748
9920,87001020,2,3e Arrondissement,46%,100%,Entire home/apt,5,80.0,['phone'],1 bath,1000.0,Camille,622396279296415705,1.0,bath,622396279296415705
9921,21368874,13,6e Arrondissement,91%,100%,Entire home/apt,38,52.0,"['email', 'phone']",1 bath,750.0,Laurent,622456299314497304,1.0,bath,622456299314497304
9922,23126628,5,1er Arrondissement,82%,100%,Private room,56,71.0,"['email', 'phone']",1 shared bath,424.0,Emilie & Kevin,622486336331074515,1.0,shared bath,622486336331074515
9923,48843317,2,6e Arrondissement,67%,100%,Entire home/apt,33,40.0,"['email', 'phone']",1 bath,705.0,Manon,622894545342503027,1.0,bath,622894545342503027
9924,15181239,9,5e Arrondissement,95%,100%,Entire home/apt,7,200.0,"['email', 'phone']",1 bath,961.0,Fanny,622960983592366009,1.0,bath,622960983592366009
9925,10758726,0,5e Arrondissement,43%,94%,Entire home/apt,30,725.0,"['email', 'phone']",3 baths,1000.0,Claire,623002598014669022,3.0,baths,623002598014669022
9926,10758726,0,9e Arrondissement,43%,94%,Entire home/apt,29,728.0,"['email', 'phone']",4 baths,1000.0,Claire,623003340621001290,4.0,baths,623003340621001290
9927,10758726,0,2e Arrondissement,43%,94%,Entire home/apt,29,574.0,"['email', 'phone']",2 baths,1000.0,Claire,623003486076872155,2.0,baths,623003486076872155
9928,10758726,0,2e Arrondissement,43%,94%,Entire home/apt,23,539.0,"['email', 'phone']",3 baths,1000.0,Claire,623003639811576112,3.0,baths,623003639811576112
9929,458222405,6,3e Arrondissement,100%,100%,Entire home/apt,17,56.0,"['email', 'phone']",1 bath,464.0,Guillaume,623039708555160247,1.0,bath,623039708555160247
9930,163539817,3,9e Arrondissement,96%,100%,Entire home/apt,63,350.0,"['email', 'phone']",3 baths,957.0,Camille,623121918608743404,3.0,baths,623121918608743404
9931,455840372,13,4e Arrondissement,85%,100%,Entire home/apt,31,61.0,['phone'],1 bath,1000.0,Naoko,623165284938282044,1.0,bath,623165284938282044
9932,369826491,6,8e Arrondissement,97%,98%,Entire home/apt,25,49.0,"['email', 'phone']",1 bath,1000.0,WeHost,623543077972512159,1.0,bath,623543077972512159
9933,153244990,1,5e Arrondissement,100%,98%,Entire home/apt,16,163.0,['phone'],1.5 baths,1000.0,Carine & Daniel,623577222375886432,1.5,baths,623577222375886432
9935,319512702,6,6e Arrondissement,98%,97%,Entire home/apt,26,160.0,"['email', 'phone']",0 baths,1000.0,Sébastien,623708423566521518,0.0,baths,623708423566521518
9937,101033894,5,6e Arrondissement,100%,100%,Entire home/apt,36,75.0,"['email', 'phone']",1 bath,192.0,Cecile,623761672053748857,1.0,bath,623761672053748857
9938,10246306,2,7e Arrondissement,100%,100%,Entire home/apt,30,50.0,"['email', 'phone']",1 bath,311.0,Emmanuelle,623778797292763243,1.0,bath,623778797292763243
9939,168526277,21,9e Arrondissement,100%,99%,Entire home/apt,8,76.0,"['email', 'phone']",1 bath,728.0,Brice,623863951959082739,1.0,bath,623863951959082739
9940,420096040,0,5e Arrondissement,81%,100%,Private room,33,39.0,"['email', 'phone']",1 shared bath,417.0,Rem,624120240597223662,1.0,shared bath,624120240597223662
9941,458378010,21,1er Arrondissement,98%,100%,Entire home/apt,20,113.0,"['email', 'phone']",1 bath,1000.0,Jean,624254131141504490,1.0,bath,624254131141504490
9942,8067536,8,1er Arrondissement,99%,98%,Entire home/apt,22,108.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,624271532204058565,1.5,baths,624271532204058565
9943,14849821,7,3e Arrondissement,90%,100%,Entire home/apt,43,200.0,"['email', 'phone']",2 baths,509.0,Ludwig,624276727676354776,2.0,baths,624276727676354776
9944,319512702,6,7e Arrondissement,98%,97%,Entire home/apt,16,50.0,"['email', 'phone']",1 bath,1000.0,Sébastien,624343584036714137,1.0,bath,624343584036714137
9945,16847332,1,7e Arrondissement,50%,90%,Entire home/apt,27,60.0,"['email', 'phone']",1 bath,757.0,Judith,624352768019393468,1.0,bath,624352768019393468
9946,184754718,6,9e Arrondissement,94%,100%,Private room,23,40.0,"['email', 'phone']",1 shared bath,348.0,Bruno,624364937691118198,1.0,shared bath,624364937691118198
9947,363240458,0,1er Arrondissement,100%,100%,Entire home/apt,23,72.0,['phone'],1 bath,522.0,Magali,624404537210959146,1.0,bath,624404537210959146
9949,369826491,6,7e Arrondissement,97%,98%,Entire home/apt,37,96.0,"['email', 'phone']",1 bath,1000.0,WeHost,624471750815034527,1.0,bath,624471750815034527
9951,458633690,0,2e Arrondissement,0%,100%,Entire home/apt,41,140.0,"['email', 'phone']",1 bath,625.0,Louise,624674831797961026,1.0,bath,624674831797961026
9952,258052478,0,3e Arrondissement,50%,100%,Entire home/apt,11,250.0,"['email', 'phone']",2 baths,556.0,Karim,624754362503634343,2.0,baths,624754362503634343
9953,117238503,0,6e Arrondissement,0%,0%,Private room,3,16.0,"['email', 'phone']",0 baths,497.0,Sophie,624925137005627232,0.0,baths,624925137005627232
9954,117238503,0,5e Arrondissement,0%,0%,Private room,2,18.0,"['email', 'phone']",0 baths,563.0,Sophie,624925201170284900,0.0,baths,624925201170284900
9955,117238503,0,8e Arrondissement,0%,0%,Private room,3,17.0,"['email', 'phone']",0 baths,498.0,Sophie,624925303040699002,0.0,baths,624925303040699002
9956,117238503,0,5e Arrondissement,0%,0%,Private room,2,19.0,"['email', 'phone']",0 baths,563.0,Sophie,624925314961657583,0.0,baths,624925314961657583
9957,210842754,5,9e Arrondissement,100%,100%,Entire home/apt,10,75.0,"['email', 'phone']",1 bath,539.0,Gilles,624942117149796988,1.0,bath,624942117149796988
9958,226216922,4,2e Arrondissement,100%,100%,Entire home/apt,38,246.0,"['email', 'phone']",1 bath,1000.0,David,625017830121809041,1.0,bath,625017830121809041
9960,225215333,0,6e Arrondissement,0%,100%,Entire home/apt,9,220.0,"['email', 'phone']",1 bath,1000.0,Manon,625094638008505945,1.0,bath,625094638008505945
9961,458728435,8,3e Arrondissement,100%,90%,Entire home/apt,19,123.0,['phone'],1 bath,282.0,Sophia,625143313301422109,1.0,bath,625143313301422109
9962,226216922,4,3e Arrondissement,100%,100%,Entire home/apt,33,62.0,"['email', 'phone']",1 bath,1000.0,David,625148841332008717,1.0,bath,625148841332008717
9963,367837113,0,9e Arrondissement,90%,100%,Entire home/apt,28,310.0,"['email', 'phone']",3 baths,1000.0,Sébastien,625166938837487337,3.0,baths,625166938837487337
9964,41692074,0,3e Arrondissement,50%,100%,Entire home/apt,4,80.0,"['email', 'phone']",1 bath,529.0,Gld,625235701753990946,1.0,bath,625235701753990946
9965,458779022,26,3e Arrondissement,100%,100%,Entire home/apt,31,70.0,"['email', 'phone']",1 bath,1000.0,Dehbia,625310874423902794,1.0,bath,625310874423902794
9966,19606312,0,8e Arrondissement,100%,91%,Entire home/apt,15,390.0,"['email', 'phone']",2.5 baths,783.0,Aleks,625381502023231620,2.5,baths,625381502023231620
9967,385223667,6,7e Arrondissement,100%,100%,Entire home/apt,41,65.0,"['email', 'phone']",1 bath,1000.0,Emma,625383603377794573,1.0,bath,625383603377794573
9968,117238503,0,3e Arrondissement,0%,0%,Private room,3,19.0,"['email', 'phone']",0 baths,565.0,Sophie,625640443973120234,0.0,baths,625640443973120234
9969,117238503,0,3e Arrondissement,0%,0%,Private room,3,19.0,"['email', 'phone']",0 baths,564.0,Sophie,625640450527382404,0.0,baths,625640450527382404
9970,117238503,0,3e Arrondissement,0%,0%,Private room,3,19.0,"['email', 'phone']",0 baths,565.0,Sophie,625640453742778554,0.0,baths,625640453742778554
9971,117238503,0,3e Arrondissement,0%,0%,Private room,3,17.0,"['email', 'phone']",0 baths,565.0,Sophie,625640455007032797,0.0,baths,625640455007032797
9972,226216922,10,6e Arrondissement,100%,100%,Entire home/apt,39,97.0,"['email', 'phone']",1.5 baths,1000.0,David,625840190227667872,1.5,baths,625840190227667872
9973,6332008,0,8e Arrondissement,53%,92%,Entire home/apt,14,70.0,"['email', 'phone']",1 bath,316.0,Audrey,625847565173264558,1.0,bath,625847565173264558
9974,367837113,2,5e Arrondissement,90%,100%,Entire home/apt,25,360.0,"['email', 'phone']",2 baths,1000.0,Sébastien,625885519004726153,2.0,baths,625885519004726153
9977,458915135,9,7e Arrondissement,100%,100%,Entire home/apt,34,51.0,"['email', 'phone']",1 bath,465.0,Imen,625966622538292082,1.0,bath,625966622538292082
9978,458946690,1,3e Arrondissement,67%,100%,Private room,14,52.0,"['email', 'phone']",1 shared bath,314.0,Feryel,626085827212246790,1.0,shared bath,626085827212246790
9979,95299403,12,3e Arrondissement,57%,80%,Private room,38,35.0,"['email', 'phone']",1 shared bath,513.0,Noemie,626485978367021888,1.0,shared bath,626485978367021888
9980,226216922,2,6e Arrondissement,100%,100%,Entire home/apt,39,114.0,"['email', 'phone']",1 bath,1000.0,David,626528735842905400,1.0,bath,626528735842905400
