,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
4611,212768833,3,2e Arrondissement,100%,100%,Hotel room,18,152.0,"['email', 'phone']",1 private bath,784.0,Maryline,28169596,1.0,private bath,28169596
4612,212768833,0,2e Arrondissement,100%,100%,Private room,10,152.0,"['email', 'phone']",1 private bath,805.0,Maryline,28169597,1.0,private bath,28169597
4613,212768833,1,2e Arrondissement,100%,100%,Private room,18,129.0,"['email', 'phone']",1 private bath,1000.0,Maryline,28169625,1.0,private bath,28169625
4614,65304962,36,6e Arrondissement,80%,89%,Entire home/apt,47,85.0,"['email', 'phone']",1 bath,1000.0,Brenda,28176082,1.0,bath,28176082
4617,33793765,14,9e Arrondissement,57%,100%,Entire home/apt,58,550.0,"['email', 'phone']",2 baths,1000.0,Robin,28193103,2.0,baths,28193103
4619,25305028,93,9e Arrondissement,82%,100%,Entire home/apt,25,75.0,"['email', 'phone']",1 bath,568.0,Alexandre,28198431,1.0,bath,28198431
4620,94360216,0,3e Arrondissement,76%,100%,Entire home/apt,33,305.0,"['email', 'phone']",1 bath,842.0,Néau Tahmina Guillaume,28200448,1.0,bath,28200448
4621,38019632,78,3e Arrondissement,0%,100%,Entire home/apt,20,86.0,"['email', 'phone']",1 bath,1000.0,Massene,28203436,1.0,bath,28203436
4623,45444939,93,6e Arrondissement,41%,92%,Entire home/apt,21,130.0,"['email', 'phone']",1 bath,532.0,Carole,28217803,1.0,bath,28217803
4624,14809773,0,5e Arrondissement,20%,43%,Private room,11,40.0,"['email', 'phone']",1 shared bath,290.0,Sébastien,28220678,1.0,shared bath,28220678
4626,15301062,16,7e Arrondissement,100%,100%,Entire home/apt,31,58.0,"['email', 'phone']",1 bath,1000.0,Sigrid,28241193,1.0,bath,28241193
4628,86023380,24,6e Arrondissement,43%,70%,Entire home/apt,26,90.0,"['email', 'phone']",1 bath,833.0,Antonin,28244088,1.0,bath,28244088
4630,27037593,48,4e Arrondissement,89%,100%,Entire home/apt,30,56.0,"['email', 'phone']",1 bath,1000.0,Justine,28251271,1.0,bath,28251271
4632,28185121,130,4e Arrondissement,89%,100%,Private room,25,67.0,"['email', 'phone']",1 shared bath,465.0,Fanny,28271322,1.0,shared bath,28271322
4634,213687611,12,3e Arrondissement,88%,100%,Entire home/apt,17,65.0,"['email', 'phone']",1 bath,457.0,Martine,28296157,1.0,bath,28296157
4635,97074172,30,9e Arrondissement,83%,100%,Private room,35,49.0,"['email', 'phone']",1 private bath,1000.0,Caroline,28298725,1.0,private bath,28298725
4640,153465293,112,3e Arrondissement,94%,100%,Entire home/apt,34,128.0,"['email', 'phone']",1 bath,610.0,Sam,28329623,1.0,bath,28329623
4642,10758726,5,6e Arrondissement,43%,94%,Entire home/apt,29,633.0,"['email', 'phone']",2 baths,1000.0,Claire,28351988,2.0,baths,28351988
4643,208942503,33,6e Arrondissement,19%,80%,Private room,34,33.0,"['email', 'phone']",1 shared bath,1000.0,Camélia,28371317,1.0,shared bath,28371317
4644,45444939,3,6e Arrondissement,41%,92%,Entire home/apt,15,150.0,"['email', 'phone']",1 bath,489.0,Carole,28376293,1.0,bath,28376293
4647,24439224,59,4e Arrondissement,73%,100%,Private room,11,37.0,"['email', 'phone']",1 shared bath,803.0,Julie,28407210,1.0,shared bath,28407210
4648,40272873,51,5e Arrondissement,94%,100%,Private room,25,131.0,"['email', 'phone']",1 private bath,943.0,Clement,28419921,1.0,private bath,28419921
4649,40272873,31,5e Arrondissement,94%,100%,Private room,25,291.0,"['email', 'phone']",2 baths,1000.0,Clement,28421597,2.0,baths,28421597
4652,13565438,1,5e Arrondissement,63%,100%,Entire home/apt,33,90.0,"['email', 'phone']",1 bath,1000.0,Clothilde,28449358,1.0,bath,28449358
4654,181522759,160,3e Arrondissement,80%,90%,Entire home/apt,33,44.0,"['email', 'phone']",1 bath,274.0,Julian,28463850,1.0,bath,28463850
4655,4290796,3,7e Arrondissement,25%,88%,Entire home/apt,8,150.0,"['email', 'phone']",1 bath,704.0,Myriam,28491370,1.0,bath,28491370
4659,209747053,45,5e Arrondissement,89%,100%,Entire home/apt,19,74.0,"['email', 'phone']",1 bath,1000.0,Laurent,28517366,1.0,bath,28517366
4660,88472069,35,2e Arrondissement,24%,100%,Entire home/apt,26,70.0,"['email', 'phone']",1 bath,1000.0,Laura,28526816,1.0,bath,28526816
4661,40272873,19,5e Arrondissement,94%,100%,Private room,25,132.0,"['email', 'phone']",1 private bath,943.0,Clement,28528383,1.0,private bath,28528383
4662,215322188,50,4e Arrondissement,52%,86%,Private room,24,24.0,"['email', 'phone']",1 shared bath,451.0,Attika,28529386,1.0,shared bath,28529386
4663,104737229,53,6e Arrondissement,69%,100%,Entire home/apt,42,55.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Félie,28535596,1.0,bath,28535596
4664,33345039,96,2e Arrondissement,100%,100%,Entire home/apt,39,87.0,"['email', 'phone']",1 bath,1000.0,Catherine,28535628,1.0,bath,28535628
4666,28272076,95,2e Arrondissement,99%,100%,Entire home/apt,25,105.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Sebastien,28560557,1.0,bath,28560557
4672,215886084,40,3e Arrondissement,68%,100%,Private room,14,31.0,"['email', 'phone']",1 shared bath,296.0,Hayette,28604964,1.0,shared bath,28604964
4674,215915788,256,3e Arrondissement,100%,100%,Entire home/apt,31,50.0,"['email', 'phone']",1 bath,219.0,Delce,28608782,1.0,bath,28608782
4675,215886084,32,3e Arrondissement,68%,100%,Private room,17,30.0,"['email', 'phone']",1 shared bath,76.0,Hayette,28608862,1.0,shared bath,28608862
4678,8067536,32,6e Arrondissement,99%,98%,Entire home/apt,24,104.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,28632107,1.5,baths,28632107
4683,22193925,97,3e Arrondissement,93%,100%,Entire home/apt,50,164.0,"['email', 'phone']",2 baths,1000.0,Fabrice,28676902,2.0,baths,28676902
4684,175470358,30,2e Arrondissement,100%,100%,Entire home/apt,40,130.0,"['email', 'phone']",2.5 baths,1000.0,Bernard,28682607,2.5,baths,28682607
4686,8070183,52,1er Arrondissement,78%,100%,Entire home/apt,16,110.0,"['email', 'phone']",1 bath,500.0,Frédéric,28705590,1.0,bath,28705590
4688,1209379,9,3e Arrondissement,63%,100%,Entire home/apt,26,70.0,"['email', 'phone']",1.5 baths,905.0,Stephanie,28712928,1.5,baths,28712928
4689,143134160,32,8e Arrondissement,88%,100%,Entire home/apt,62,800.0,"['email', 'phone']",1 bath,1000.0,IAmYourHost,28726186,1.0,bath,28726186
4690,65088699,148,8e Arrondissement,82%,0%,Private room,28,33.0,"['email', 'phone']",1 shared bath,813.0,Aline,28727399,1.0,shared bath,28727399
4691,215886084,54,3e Arrondissement,68%,100%,Private room,22,31.0,"['email', 'phone']",1 shared bath,58.0,Hayette,28731917,1.0,shared bath,28731917
4692,215886084,22,3e Arrondissement,68%,100%,Private room,23,30.0,"['email', 'phone']",0 shared baths,26.0,Hayette,28732210,0.0,shared baths,28732210
4693,44474475,151,6e Arrondissement,100%,100%,Entire home/apt,34,66.0,"['email', 'phone']",1 bath,1000.0,Céline,28744442,1.0,bath,28744442
4695,8025020,133,5e Arrondissement,100%,100%,Private room,36,35.0,"['email', 'phone']",1 shared bath,652.0,Patrick,28766403,1.0,shared bath,28766403
4696,7612001,24,9e Arrondissement,95%,100%,Private room,19,42.0,"['email', 'phone']",1 shared bath,1000.0,Tarek,28805553,1.0,shared bath,28805553
4698,5931758,0,2e Arrondissement,100%,100%,Entire home/apt,22,276.0,"['email', 'phone']",2 baths,1000.0,2beapart,28831814,2.0,baths,28831814
4700,8282525,33,9e Arrondissement,76%,100%,Entire home/apt,52,270.0,"['email', 'phone']",3 baths,1000.0,Stéphanie,28852527,3.0,baths,28852527
4701,172882083,21,2e Arrondissement,98%,91%,Entire home/apt,47,35.0,"['email', 'phone']",1.5 baths,410.0,Hortense,28858982,1.5,baths,28858982
4703,59749219,21,3e Arrondissement,91%,100%,Private room,18,37.0,"['email', 'phone']",1 shared bath,1000.0,Betty,28877342,1.0,shared bath,28877342
4704,86438224,101,4e Arrondissement,98%,100%,Entire home/apt,36,742.0,"['email', 'phone', 'work_email']",3 baths,1000.0,Marine,28878169,3.0,baths,28878169
4710,1367319,97,4e Arrondissement,99%,100%,Entire home/apt,47,110.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Jean-Marie,28933945,1.0,bath,28933945
4712,61117553,43,4e Arrondissement,100%,100%,Entire home/apt,26,75.0,"['email', 'phone']",1 bath,592.0,Smail,28946076,1.0,bath,28946076
4713,62265077,1,9e Arrondissement,100%,100%,Entire home/apt,47,39.0,"['email', 'phone']",1 bath,1000.0,Jordan,28952047,1.0,bath,28952047
4714,218300458,23,4e Arrondissement,50%,88%,Private room,12,40.0,"['email', 'phone']",1 private bath,739.0,David,28961560,1.0,private bath,28961560
4715,217551912,21,7e Arrondissement,67%,100%,Private room,23,30.0,"['email', 'phone']",1 shared bath,812.0,Salima,28969316,1.0,shared bath,28969316
4717,218430531,31,6e Arrondissement,100%,100%,Entire home/apt,24,100.0,"['email', 'phone']",1 bath,425.0,Carole,28980459,1.0,bath,28980459
4720,77426604,78,4e Arrondissement,95%,100%,Entire home/apt,39,200.0,"['email', 'phone']",1 bath,761.0,Jean-Michel,28999874,1.0,bath,28999874
4721,39851494,5,2e Arrondissement,47%,83%,Entire home/apt,33,95.0,"['email', 'phone']",1 bath,1000.0,Clotilde,29005933,1.0,bath,29005933
4725,3391216,33,3e Arrondissement,100%,100%,Entire home/apt,35,68.0,"['email', 'phone']",1 bath,704.0,Julia Et Baptiste,29027457,1.0,bath,29027457
4728,8067536,64,3e Arrondissement,99%,98%,Entire home/apt,24,194.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,29046498,1.5,baths,29046498
4729,219080362,16,9e Arrondissement,50%,100%,Entire home/apt,38,70.0,"['email', 'phone', 'work_email']",1.5 baths,871.0,Le Bru,29074109,1.5,baths,29074109
4733,42832014,20,8e Arrondissement,67%,75%,Private room,31,50.0,"['email', 'phone']",1 shared bath,472.0,Jérome,29089877,1.0,shared bath,29089877
4735,19177915,4,9e Arrondissement,62%,100%,Private room,21,75.0,"['email', 'phone']",1 shared bath,675.0,Muriel,29092655,1.0,shared bath,29092655
4736,27709197,2,7e Arrondissement,14%,0%,Private room,14,65.0,"['email', 'phone']",1 shared bath,655.0,Stina,29094720,1.0,shared bath,29094720
4742,219426121,18,8e Arrondissement,100%,100%,Private room,26,130.0,['phone'],1 private bath,498.0,Judith,29120140,1.0,private bath,29120140
4744,74499383,233,3e Arrondissement,99%,100%,Entire home/apt,49,131.0,"['email', 'phone']",1 bath,1000.0,Malibu Et Guillaume,29127290,1.0,bath,29127290
4745,219626705,15,3e Arrondissement,80%,100%,Entire home/apt,36,139.0,"['email', 'phone']",1 bath,1000.0,Aref Et Radhia,29146641,1.0,bath,29146641
4749,219889351,189,5e Arrondissement,99%,100%,Entire home/apt,42,92.0,"['email', 'phone']",1 bath,1000.0,Joel,29181487,1.0,bath,29181487
4750,7093353,6,4e Arrondissement,70%,100%,Entire home/apt,32,90.0,"['email', 'phone']",1 bath,1000.0,Emilie,29183039,1.0,bath,29183039
4751,4160320,41,1er Arrondissement,64%,100%,Entire home/apt,29,109.0,"['email', 'phone']",1 bath,909.0,Elise,29197950,1.0,bath,29197950
4755,24554510,40,7e Arrondissement,97%,100%,Entire home/apt,47,100.0,"['email', 'phone']",1 bath,1000.0,Marie,29206342,1.0,bath,29206342
4758,220208248,191,3e Arrondissement,96%,100%,Entire home/apt,24,65.0,"['email', 'phone']",1 bath,1000.0,Céline,29230478,1.0,bath,29230478
4762,82988089,98,5e Arrondissement,99%,100%,Entire home/apt,44,40.0,"['email', 'phone']",1 bath,361.0,Caroline,29237247,1.0,bath,29237247
4763,29629080,2,1er Arrondissement,0%,60%,Private room,23,40.0,"['email', 'phone']",1 shared bath,380.0,Mickael,29247411,1.0,shared bath,29247411
4766,220368498,22,9e Arrondissement,42%,100%,Entire home/apt,32,100.0,"['email', 'phone']",1 bath,338.0,Eric,29249921,1.0,bath,29249921
4767,80055338,490,6e Arrondissement,100%,100%,Entire home/apt,31,73.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Delphine Et Karim,29255019,1.0,bath,29255019
4769,167966766,71,3e Arrondissement,99%,100%,Private room,23,46.0,"['email', 'phone']",1 shared bath,509.0,Thomas,29276098,1.0,shared bath,29276098
4771,40272873,10,5e Arrondissement,94%,100%,Private room,27,379.0,"['email', 'phone']",3 baths,1000.0,Clement,29290729,3.0,baths,29290729
4772,130237171,59,8e Arrondissement,99%,99%,Entire home/apt,19,52.0,"['email', 'phone']",1 bath,339.0,Jérémie,29292646,1.0,bath,29292646
4773,68893640,34,1er Arrondissement,59%,80%,Private room,24,45.0,"['email', 'phone']",1 bath,973.0,Myriam,29297174,1.0,bath,29297174
4776,82885844,55,8e Arrondissement,100%,100%,Private room,31,40.0,"['email', 'phone']",1 shared bath,632.0,Sandra,29308766,1.0,shared bath,29308766
4777,167966766,52,3e Arrondissement,99%,100%,Private room,20,62.0,"['email', 'phone']",1 shared bath,670.0,Thomas,29321887,1.0,shared bath,29321887
4779,7235548,15,3e Arrondissement,88%,100%,Entire home/apt,30,93.0,"['email', 'phone']",1 bath,1000.0,Thierry,29331016,1.0,bath,29331016
4782,221142650,298,9e Arrondissement,93%,100%,Entire home/apt,55,36.0,"['email', 'phone']",1 bath,1000.0,Alexandre,29357301,1.0,bath,29357301
4784,221218596,235,6e Arrondissement,100%,95%,Entire home/apt,25,61.0,"['email', 'phone']",1.5 baths,439.0,Muriel Et Guillaume,29363237,1.5,baths,29363237
4785,221390393,26,7e Arrondissement,55%,91%,Private room,32,60.0,"['email', 'phone']",1 shared bath,853.0,Alexandre,29387807,1.0,shared bath,29387807
4786,40272873,12,5e Arrondissement,94%,100%,Private room,38,511.0,"['email', 'phone']",4 baths,1000.0,Clement,29387995,4.0,baths,29387995
4788,123890022,261,7e Arrondissement,98%,100%,Entire home/apt,24,58.0,"['email', 'phone']",1 bath,245.0,Hajer,29388985,1.0,bath,29388985
4791,221525509,58,6e Arrondissement,91%,100%,Private room,49,75.0,"['email', 'phone']",1 private bath,882.0,Martine,29412061,1.0,private bath,29412061
4792,25707928,16,5e Arrondissement,73%,83%,Private room,24,60.0,"['email', 'phone']",1 private bath,677.0,Marie José,29430874,1.0,private bath,29430874
4793,65088699,6,8e Arrondissement,82%,0%,Shared room,37,33.0,"['email', 'phone']",1 shared bath,851.0,Aline,29448034,1.0,shared bath,29448034
4797,221851434,47,1er Arrondissement,83%,100%,Entire home/apt,27,104.0,"['email', 'phone']",1.5 baths,1000.0,Valérie,29453036,1.5,baths,29453036
4799,19177915,4,9e Arrondissement,62%,100%,Private room,10,71.0,"['email', 'phone']",1 private bath,1000.0,Muriel,29456275,1.0,private bath,29456275
4803,28609796,23,7e Arrondissement,100%,100%,Entire home/apt,25,59.0,"['email', 'phone']",1 bath,742.0,Lisa,29483346,1.0,bath,29483346
4807,51751685,18,6e Arrondissement,27%,90%,Entire home/apt,30,67.0,"['email', 'phone']",1 bath,245.0,Léa,29525335,1.0,bath,29525335
4811,39726567,117,7e Arrondissement,99%,100%,Entire home/apt,24,52.0,"['email', 'phone']",1 bath,1000.0,Ludovic,29531693,1.0,bath,29531693
4816,20458016,7,8e Arrondissement,64%,100%,Private room,23,30.0,"['email', 'phone']",1.5 shared baths,782.0,Mădălina,29538702,1.5,shared baths,29538702
4818,148598840,44,6e Arrondissement,67%,80%,Entire home/apt,28,185.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Svetlana,29557585,1.0,bath,29557585
4819,146757313,59,3e Arrondissement,98%,100%,Entire home/apt,50,75.0,"['email', 'phone']",1.5 baths,1000.0,Martine,29559200,1.5,baths,29559200
4822,222707019,84,1er Arrondissement,100%,100%,Entire home/apt,15,90.0,"['email', 'phone']",1 bath,559.0,Karine,29585236,1.0,bath,29585236
4823,222724917,36,3e Arrondissement,96%,100%,Entire home/apt,15,45.0,['phone'],1 bath,620.0,Josiane,29587577,1.0,bath,29587577
4825,87711020,7,2e Arrondissement,93%,100%,Entire home/apt,23,56.0,"['email', 'phone']",1 bath,1000.0,Béatrice,29591001,1.0,bath,29591001
4827,93262705,16,5e Arrondissement,59%,100%,Shared room,9,30.0,"['email', 'phone']",1 shared bath,822.0,Ilkin,29602603,1.0,shared bath,29602603
4830,222841219,86,5e Arrondissement,86%,100%,Entire home/apt,11,85.0,"['email', 'phone']",1 bath,909.0,Pierre,29605389,1.0,bath,29605389
4831,149993297,1,1er Arrondissement,14%,0%,Private room,12,90.0,"['email', 'phone']",1 shared bath,176.0,Cloé,29607955,1.0,shared bath,29607955
4833,135254996,50,6e Arrondissement,97%,100%,Entire home/apt,21,89.0,['phone'],1 bath,1000.0,Marianne,29626452,1.0,bath,29626452
4838,39726567,43,3e Arrondissement,99%,100%,Entire home/apt,35,52.0,"['email', 'phone']",1 bath,1000.0,Ludovic,29649950,1.0,bath,29649950
4843,53262435,75,1er Arrondissement,77%,100%,Entire home/apt,17,107.0,"['email', 'phone', 'work_email']",1.5 baths,1000.0,Olivier,29667749,1.5,baths,29667749
4848,72820476,3,3e Arrondissement,83%,100%,Entire home/apt,21,58.0,"['email', 'phone']",1 bath,986.0,Alizée,29679668,1.0,bath,29679668
4849,19624243,71,2e Arrondissement,83%,100%,Private room,28,60.0,"['email', 'phone']",1.5 baths,1000.0,Colette,29680953,1.5,baths,29680953
4852,223469131,102,1er Arrondissement,100%,100%,Entire home/apt,40,80.0,"['email', 'phone']",1 bath,1000.0,Christelle,29695873,1.0,bath,29695873
4853,223520766,8,7e Arrondissement,67%,100%,Entire home/apt,26,200.0,"['email', 'phone']",1 bath,781.0,Maryline,29703266,1.0,bath,29703266
4855,12737214,94,9e Arrondissement,99%,100%,Entire home/apt,22,50.0,"['email', 'phone']",1 bath,600.0,Emilie,29706775,1.0,bath,29706775
4857,7570583,33,1er Arrondissement,100%,100%,Entire home/apt,20,97.0,"['email', 'phone']",1 bath,721.0,Anne,29723377,1.0,bath,29723377
4859,39726567,66,3e Arrondissement,99%,100%,Entire home/apt,35,60.0,"['email', 'phone']",1 bath,1000.0,Ludovic,29729358,1.0,bath,29729358
4864,223711243,15,2e Arrondissement,77%,100%,Entire home/apt,33,70.0,"['email', 'phone']",1 bath,665.0,Louis,29736722,1.0,bath,29736722
4869,223902756,38,5e Arrondissement,73%,100%,Entire home/apt,39,95.0,"['email', 'phone']",1 bath,633.0,Alexandra,29760145,1.0,bath,29760145
4870,72094940,21,9e Arrondissement,31%,100%,Private room,20,60.0,"['email', 'phone']",2 shared baths,697.0,Béatrice,29760943,2.0,shared baths,29760943
4872,224033230,22,1er Arrondissement,82%,100%,Entire home/apt,55,90.0,"['email', 'phone']",1 bath,926.0,Adrien Et Laurene,29777051,1.0,bath,29777051
4873,224043919,19,7e Arrondissement,92%,100%,Entire home/apt,48,86.0,"['email', 'phone']",1 bath,809.0,Alain Et Véronique,29778555,1.0,bath,29778555
4874,170015605,19,1er Arrondissement,100%,100%,Entire home/apt,46,140.0,"['email', 'phone']",2 baths,1000.0,Dominique,29778595,2.0,baths,29778595
4875,39386543,38,1er Arrondissement,100%,100%,Entire home/apt,31,52.0,"['email', 'phone']",1 bath,622.0,Justin,29786942,1.0,bath,29786942
4882,20095108,0,7e Arrondissement,100%,100%,Entire home/apt,6,70.0,"['email', 'phone']",1 bath,175.0,Jean Michel,29811291,1.0,bath,29811291
4885,89904776,128,3e Arrondissement,75%,100%,Private room,30,46.0,"['email', 'phone']",1 shared bath,1000.0,Yoann,29825465,1.0,shared bath,29825465
4893,29435313,274,6e Arrondissement,100%,100%,Entire home/apt,42,62.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Charles Edouard,29870759,1.0,bath,29870759
4899,12143582,0,9e Arrondissement,0%,100%,Entire home/apt,9,120.0,"['email', 'phone']",1 bath,912.0,Hugo,29880529,1.0,bath,29880529
4900,53295106,206,6e Arrondissement,100%,100%,Entire home/apt,26,63.0,"['email', 'phone', 'work_email']",1 bath,687.0,Bruno,29891803,1.0,bath,29891803
4906,224927537,3,3e Arrondissement,100%,100%,Hotel room,14,100.0,"['email', 'phone']",1 private bath,1000.0,SLO Living,29914729,1.0,private bath,29914729
4907,29735101,105,2e Arrondissement,100%,90%,Entire home/apt,45,55.0,"['email', 'phone']",1 bath,1000.0,Barbara,29917872,1.0,bath,29917872
4908,224927537,0,3e Arrondissement,100%,100%,Hotel room,14,120.0,"['email', 'phone']",0 baths,1000.0,SLO Living,29918997,0.0,baths,29918997
4909,5117719,11,8e Arrondissement,82%,100%,Entire home/apt,31,80.0,"['email', 'phone']",1 bath,1000.0,Cecile,29923693,1.0,bath,29923693
4910,21368874,6,6e Arrondissement,91%,100%,Entire home/apt,43,170.0,"['email', 'phone']",1 bath,338.0,Laurent,29923694,1.0,bath,29923694
4911,17626499,0,6e Arrondissement,94%,100%,Entire home/apt,47,134.0,"['email', 'phone']",1.5 baths,1000.0,Vince & Lisa,29933247,1.5,baths,29933247
4919,36642042,5,9e Arrondissement,75%,80%,Private room,33,64.0,"['email', 'phone']",1 shared bath,679.0,Florian,29957144,1.0,shared bath,29957144
4921,5613836,6,2e Arrondissement,0%,75%,Entire home/apt,15,90.0,"['email', 'phone']",1 bath,407.0,Sophie,29959584,1.0,bath,29959584
4931,133349585,21,4e Arrondissement,100%,100%,Entire home/apt,20,70.0,"['email', 'phone']",1 bath,1000.0,Veronique,29977656,1.0,bath,29977656
4932,141894057,3,3e Arrondissement,75%,100%,Entire home/apt,18,133.0,"['phone', 'work_email']",1 bath,56.0,Ahmed,29978291,1.0,bath,29978291
4939,69639614,49,1er Arrondissement,80%,100%,Entire home/apt,46,190.0,"['email', 'phone']",1 bath,514.0,Alexis,29997105,1.0,bath,29997105
4940,112089230,2,1er Arrondissement,0%,0%,Hotel room,17,120.0,['phone'],1 private bath,1000.0,Away,29999958,1.0,private bath,29999958
4942,41720499,54,3e Arrondissement,0%,33%,Entire home/apt,26,50.0,"['email', 'phone']",1 bath,1000.0,Jelali,30010168,1.0,bath,30010168
4944,99242149,50,5e Arrondissement,96%,100%,Private room,35,33.0,"['email', 'phone']",1 shared bath,333.0,Sylvianne,30021834,1.0,shared bath,30021834
4947,8282525,0,9e Arrondissement,76%,100%,Private room,16,250.0,"['email', 'phone']",1 private bath,447.0,Stéphanie,30034003,1.0,private bath,30034003
4948,8282525,0,9e Arrondissement,76%,100%,Private room,15,170.0,"['email', 'phone']",1 private bath,447.0,Stéphanie,30034016,1.0,private bath,30034016
4949,8282525,2,9e Arrondissement,76%,100%,Private room,14,120.0,"['email', 'phone']",1 private bath,447.0,Stéphanie,30034030,1.0,private bath,30034030
4955,68789292,88,5e Arrondissement,85%,100%,Entire home/apt,27,50.0,"['email', 'phone']",1 bath,1000.0,Blandine,30040738,1.0,bath,30040738
4956,31100234,3,6e Arrondissement,0%,100%,Entire home/apt,42,86.0,"['email', 'phone']",1 bath,1000.0,Nicolas,30053662,1.0,bath,30053662
4958,24655925,5,7e Arrondissement,0%,0%,Private room,10,33.0,"['email', 'phone']",1 shared bath,230.0,Leila,30055476,1.0,shared bath,30055476
4959,14889811,2,1er Arrondissement,56%,80%,Private room,18,36.0,"['email', 'phone']",1 shared bath,1000.0,Karine,30056857,1.0,shared bath,30056857
4960,205315868,16,8e Arrondissement,67%,100%,Private room,26,35.0,"['email', 'phone']",1 shared bath,693.0,Christine,30058770,1.0,shared bath,30058770
4961,127319840,8,3e Arrondissement,85%,90%,Private room,20,35.0,"['email', 'phone']",1 shared bath,165.0,Arthur,30059895,1.0,shared bath,30059895
4962,132507148,9,4e Arrondissement,91%,70%,Private room,9,75.0,"['email', 'phone']",1 private bath,261.0,Sophie,30060451,1.0,private bath,30060451
4965,40047396,32,6e Arrondissement,84%,100%,Entire home/apt,30,280.0,"['email', 'phone']",2 baths,571.0,Laetitia,30079911,2.0,baths,30079911
4968,4911203,63,8e Arrondissement,97%,100%,Private room,22,25.0,"['email', 'phone']",1 shared bath,859.0,Régine,30084596,1.0,shared bath,30084596
4969,226068039,3,1er Arrondissement,0%,100%,Entire home/apt,31,58.0,"['email', 'phone']",1 bath,1000.0,Lennox,30085932,1.0,bath,30085932
4970,226075714,0,6e Arrondissement,0%,0%,Private room,6,200.0,['phone'],1 shared bath,314.0,Alissone,30086918,1.0,shared bath,30086918
4976,226183201,5,3e Arrondissement,75%,100%,Entire home/apt,24,90.0,"['email', 'phone']",1.5 baths,644.0,Isabelle,30102345,1.5,baths,30102345
4980,7147190,1,8e Arrondissement,0%,25%,Entire home/apt,7,49.0,"['email', 'phone']",1 bath,1000.0,Mustapha,30107842,1.0,bath,30107842
4983,17820776,111,2e Arrondissement,100%,100%,Entire home/apt,35,86.0,"['email', 'phone']",1 bath,461.0,Christophe,30120462,1.0,bath,30120462
4984,173053798,89,3e Arrondissement,100%,100%,Private room,12,25.0,"['email', 'phone']",1 shared bath,486.0,Claire,30120770,1.0,shared bath,30120770
4987,4949769,46,6e Arrondissement,87%,100%,Entire home/apt,15,28.0,"['email', 'phone']",1 bath,775.0,Aurelien,30122303,1.0,bath,30122303
4993,177866564,63,8e Arrondissement,60%,100%,Private room,17,55.0,"['email', 'phone']",1 shared bath,491.0,Alain,30127350,1.0,shared bath,30127350
4994,10827051,2,3e Arrondissement,100%,100%,Private room,12,150.0,"['email', 'phone']",1 shared bath,372.0,Antoine,30127576,1.0,shared bath,30127576
4996,107536195,33,3e Arrondissement,98%,100%,Private room,34,48.0,"['email', 'phone', 'work_email']",1 shared bath,847.0,Aurélien,30138264,1.0,shared bath,30138264
4999,16960701,0,7e Arrondissement,0%,0%,Entire home/apt,11,130.0,"['email', 'phone']",1 bath,795.0,Florence,30139936,1.0,bath,30139936
5002,8527968,12,9e Arrondissement,67%,90%,Entire home/apt,45,81.0,"['email', 'phone']",1 bath,945.0,Charlène,30142470,1.0,bath,30142470
5007,16876825,3,6e Arrondissement,50%,100%,Private room,16,80.0,"['email', 'phone']",1 private bath,1000.0,Soledad,30155119,1.0,private bath,30155119
5011,48502724,19,3e Arrondissement,76%,100%,Entire home/apt,35,59.0,"['email', 'phone']",1 bath,1000.0,Gianluca,30171550,1.0,bath,30171550
5012,213870231,42,2e Arrondissement,67%,83%,Entire home/apt,18,53.0,"['email', 'phone']",1 bath,338.0,Celeste,30172399,1.0,bath,30172399
5015,51308221,41,7e Arrondissement,100%,100%,Entire home/apt,23,82.0,"['email', 'phone']",1 bath,1000.0,Raphaël,30175118,1.0,bath,30175118
5016,226703881,90,3e Arrondissement,95%,100%,Entire home/apt,47,81.0,"['email', 'phone']",1 bath,1000.0,Catherine,30177791,1.0,bath,30177791
5021,10718007,38,5e Arrondissement,100%,100%,Private room,32,43.0,"['email', 'phone']",1 shared bath,492.0,Claire,30197988,1.0,shared bath,30197988
5022,2145574,36,9e Arrondissement,76%,100%,Entire home/apt,28,250.0,"['email', 'phone']",2 baths,1000.0,Jean-Maxime,30198514,2.0,baths,30198514
5024,2145574,5,9e Arrondissement,76%,100%,Private room,21,155.0,"['email', 'phone']",2 shared baths,964.0,Jean-Maxime,30199735,2.0,shared baths,30199735
5026,19638962,12,7e Arrondissement,30%,67%,Entire home/apt,8,45.0,"['email', 'phone']",1 bath,311.0,Emmanuelle,30201761,1.0,bath,30201761
5028,93137881,70,3e Arrondissement,80%,82%,Entire home/apt,42,82.0,['phone'],1 bath,861.0,Dylan,30202604,1.0,bath,30202604
