,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
1482,49898590,175,Bidart,81%,100%,Private room,37,80.0,"['email', 'phone']",1 private bath,453.0,Armelle,9652282,1.0,private bath,9652282
1483,46936755,50,MaulÃ©on-Licharre,93%,100%,Entire home/apt,14,58.0,"['email', 'phone']",1 bath,496.0,Gérard,8984205,1.0,bath,8984205
1484,21657879,76,Anglet,100%,100%,Entire home/apt,33,150.0,"['email', 'phone']",1 bath,1000.0,Xavier,9666534,1.0,bath,9666534
1485,46992016,49,Trois-Villes,82%,100%,Entire home/apt,37,83.0,"['email', 'phone']",1 bath,159.0,Elodie,8996517,1.0,bath,8996517
1487,26999964,14,Saint-Ãtienne-de-BaÃ¯gorry,86%,89%,Entire home/apt,17,160.0,"['email', 'phone']",2 baths,469.0,Véronique,9674936,2.0,baths,9674936
1488,50034500,45,Biarritz,0%,100%,Entire home/apt,21,120.0,"['email', 'phone']",1 bath,489.0,Nicolas,9687241,1.0,bath,9687241
1489,50059887,25,Saint-PÃ©e-sur-Nivelle,100%,100%,Entire home/apt,17,150.0,"['email', 'phone']",1 bath,1000.0,Julie,9692866,1.0,bath,9692866
1490,7622324,53,Biarritz,70%,100%,Entire home/apt,27,130.0,"['email', 'phone']",1 bath,633.0,Anne,9018255,1.0,bath,9018255
1491,30010747,30,Saint-Martin-d'Arrossa,100%,100%,Private room,18,46.0,"['email', 'phone']",1 shared 1 half-bath,745.0,Alex,9748628,1.0,shared 1 half-bath,9748628
1492,34938209,577,Biarritz,100%,100%,Entire home/apt,62,74.0,"['email', 'phone']",1 bath,1000.0,Laure & Carlos,9018945,1.0,bath,9018945
1494,47400095,72,Mouguerre,89%,80%,Private room,31,65.0,"['email', 'phone']",1 private bath,460.0,Ana,9090506,1.0,private bath,9090506
1495,37849921,109,Hendaye,0%,100%,Entire home/apt,31,65.0,"['email', 'phone']",1 bath,1000.0,Xabina,9769928,1.0,bath,9769928
1496,47710630,154,Biarritz,91%,100%,Entire home/apt,24,60.0,"['email', 'phone']",1 bath,517.0,Eneko,9166784,1.0,bath,9166784
1497,47712194,34,Bidart,52%,100%,Entire home/apt,43,67.0,"['email', 'phone']",1 bath,954.0,Danielle,9167170,1.0,bath,9167170
1498,50383620,195,Mouguerre,93%,100%,Private room,49,77.0,"['email', 'phone']",1 private bath,1000.0,Marie,9771975,1.0,private bath,9771975
1500,47840425,71,Bidart,100%,100%,Entire home/apt,28,108.0,"['email', 'phone']",1 bath,1000.0,Michèle,9197271,1.0,bath,9197271
1502,50559367,95,Cambo-les-Bains,56%,90%,Entire home/apt,39,40.0,"['email', 'phone']",1 bath,694.0,Michel,9814659,1.0,bath,9814659
1503,30145231,39,Hendaye,78%,100%,Entire home/apt,34,65.0,"['email', 'phone']",1 bath,622.0,Michel,9223358,1.0,bath,9223358
1505,47950874,36,Ainhoa,43%,100%,Private room,12,70.0,"['email', 'phone']",1 bath,250.0,Jean,9243020,1.0,bath,9243020
1507,50659877,71,Anglet,95%,100%,Entire home/apt,54,70.0,"['email', 'phone']",1 bath,1000.0,Romain,9837778,1.0,bath,9837778
1508,48038981,62,Suhescun,60%,100%,Entire home/apt,51,64.0,"['email', 'phone']",2 baths,989.0,Marie,9243132,2.0,baths,9243132
1509,39520965,65,Saint-Jean-de-Luz,80%,100%,Entire home/apt,67,126.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Erika,9246626,1.0,bath,9246626
1510,44371410,72,Urt,96%,100%,Entire home/apt,31,53.0,"['email', 'phone']",1 bath,1000.0,Emmanuelle Et Bertrand,9254502,1.0,bath,9254502
1511,18713273,2,Biarritz,75%,100%,Entire home/apt,4,180.0,"['email', 'phone', 'work_email']",1 bath,383.0,Dimitri,9852003,1.0,bath,9852003
1512,50726601,58,Biarritz,63%,100%,Entire home/apt,27,141.0,"['email', 'phone']",1 bath,305.0,Chantal,9853725,1.0,bath,9853725
1513,5255823,88,Hendaye,76%,100%,Entire home/apt,32,105.0,"['email', 'phone']",1 bath,759.0,Anne,9278123,1.0,bath,9278123
1514,50383620,52,Mouguerre,93%,100%,Entire home/apt,58,42.0,"['email', 'phone']",1 bath,1000.0,Marie,9858751,1.0,bath,9858751
1515,48511529,38,Ascain,92%,100%,Entire home/apt,59,250.0,"['email', 'phone', 'work_email']",3.5 baths,1000.0,Jonathan,9347412,3.5,baths,9347412
1516,15591795,3,Biarritz,93%,100%,Entire home/apt,44,137.0,"['email', 'phone']",1 bath,944.0,Philippe,9355368,1.0,bath,9355368
1517,45740974,160,Hendaye,85%,100%,Entire home/apt,28,102.0,"['email', 'phone']",1 bath,352.0,Christine,9358784,1.0,bath,9358784
1519,29865425,24,Biarritz,100%,100%,Entire home/apt,55,110.0,"['email', 'phone']",2 baths,876.0,Brigitte,9406317,2.0,baths,9406317
1520,25527018,32,Osserain-Rivareyte,89%,100%,Entire home/apt,41,85.0,"['email', 'phone']",2 baths,250.0,Myriam,9409673,2.0,baths,9409673
1521,107343969,9,Saint-Jean-de-Luz,85%,86%,Entire home/apt,17,116.0,"['email', 'phone']",2 baths,1000.0,Luc,9877146,2.0,baths,9877146
1522,48872420,65,Villefranque,100%,100%,Private room,19,40.0,"['email', 'phone']",1 private bath,639.0,Françoise,9427816,1.0,private bath,9427816
1523,21515113,130,Biarritz,79%,100%,Entire home/apt,32,120.0,"['email', 'phone']",1 bath,1000.0,Annie,9435753,1.0,bath,9435753
1524,48950390,26,Ascain,83%,100%,Entire home/apt,43,59.0,"['email', 'phone']",1 bath,532.0,Isabelle,9445853,1.0,bath,9445853
1526,49060465,111,Biarritz,100%,100%,Entire home/apt,38,90.0,"['email', 'phone']",1 bath,293.0,Marie,9466639,1.0,bath,9466639
1528,49203010,0,Ascain,80%,100%,Entire home/apt,21,63.0,"['email', 'phone']",1 bath,720.0,Caroline,9571550,1.0,bath,9571550
1529,40021222,44,Biarritz,100%,100%,Entire home/apt,23,107.0,"['email', 'phone']",1 bath,1000.0,Anne,9581036,1.0,bath,9581036
1531,11063532,9,Urrugne,31%,50%,Entire home/apt,32,140.0,"['email', 'phone']",1 bath,1000.0,Pascaline,9585803,1.0,bath,9585803
1532,22107641,294,Biarritz,96%,100%,Entire home/apt,33,159.0,"['email', 'phone']",1 bath,504.0,Guillaume,9891403,1.0,bath,9891403
1536,34816639,13,Biarritz,60%,100%,Entire home/apt,36,300.0,"['email', 'phone']",1 bath,483.0,Marion,10795745,1.0,bath,10795745
1538,30686089,33,Saint-Jean-de-Luz,100%,100%,Entire home/apt,37,155.0,"['email', 'phone']",2 baths,731.0,Beatriz,10802066,2.0,baths,10802066
1544,56041232,49,Ciboure,54%,100%,Entire home/apt,34,80.0,"['email', 'phone']",1 bath,1000.0,Anne-Marie,10823290,1.0,bath,10823290
1545,37846950,42,Hendaye,74%,100%,Entire home/apt,22,59.0,"['email', 'phone']",1 bath,1000.0,J Sebastien,9946487,1.0,bath,9946487
1546,27092496,93,Saint-Jean-de-Luz,100%,100%,Entire home/apt,30,120.0,"['email', 'phone']",1 bath,1000.0,Françoise,9965634,1.0,bath,9965634
1549,15660703,10,GuÃ©thary,96%,100%,Private room,23,96.0,"['email', 'phone']",1 private bath,1000.0,Rene,10858046,1.0,private bath,10858046
1550,56451656,443,Boucau,100%,100%,Entire home/apt,42,48.0,"['email', 'phone']",1 bath,557.0,Liliane,10894565,1.0,bath,10894565
1551,28599812,52,Saint-Ãtienne-de-BaÃ¯gorry,81%,100%,Entire home/apt,23,64.0,"['email', 'phone']",1 bath,991.0,Cécile,10900371,1.0,bath,10900371
1555,20325940,36,Biarritz,13%,60%,Entire home/apt,30,200.0,"['email', 'phone']",2 baths,1000.0,Maxime,10920442,2.0,baths,10920442
1556,55864034,127,GuÃ©thary,94%,100%,Entire home/apt,11,80.0,"['email', 'phone']",1 bath,1000.0,Pascale,10943077,1.0,bath,10943077
1557,56793739,34,Cambo-les-Bains,85%,50%,Entire home/apt,43,55.0,"['email', 'phone']",1 bath,576.0,Florence,10950817,1.0,bath,10950817
1558,56792809,60,Anglet,100%,100%,Entire home/apt,25,80.0,"['email', 'phone']",1 bath,708.0,Laurence,10951240,1.0,bath,10951240
1560,12997499,66,SouraÃ¯de,100%,100%,Entire home/apt,48,100.0,"['email', 'phone']",2 baths,1000.0,Thomas Et Simon,10961622,2.0,baths,10961622
1561,52098066,36,Anglet,80%,100%,Entire home/apt,55,151.0,"['email', 'phone']",1 bath,1000.0,Anne,10150999,1.0,bath,10150999
1562,4267458,142,Biarritz,100%,100%,Entire home/apt,25,55.0,"['email', 'phone']",1 bath,886.0,Malika,10988063,1.0,bath,10988063
1563,52114356,70,SouraÃ¯de,79%,100%,Entire home/apt,54,226.0,"['email', 'phone']",2 baths,1000.0,Xavier,10153937,2.0,baths,10153937
1564,57084872,51,Bardos,100%,100%,Entire home/apt,30,75.0,"['email', 'phone']",1 bath,614.0,Brigitte,11000718,1.0,bath,11000718
1566,57087118,29,Biarritz,94%,90%,Entire home/apt,42,98.0,"['email', 'phone']",1 bath,923.0,Arnaud,11001246,1.0,bath,11001246
1567,1702465,0,Anglet,94%,100%,Private room,10,35.0,"['email', 'phone']",1 private bath,409.0,Luc,11027973,1.0,private bath,11027973
1568,21826285,18,Boucau,86%,100%,Entire home/apt,48,220.0,"['email', 'phone']",1 bath,1000.0,Bruno & Anso,10185635,1.0,bath,10185635
1569,57238765,50,Hendaye,63%,100%,Entire home/apt,18,80.0,['phone'],1 bath,298.0,(Email hidden by Airbnb),11030073,1.0,bath,11030073
1570,41918384,1,Boucau,50%,100%,Private room,17,50.0,"['email', 'phone']",1 bath,466.0,Christine,11031529,1.0,bath,11031529
1571,41918384,6,Boucau,50%,100%,Entire home/apt,16,190.0,"['email', 'phone']",1 bath,149.0,Christine,11053266,1.0,bath,11053266
1572,46908250,42,Boucau,80%,100%,Entire home/apt,44,65.0,"['email', 'phone']",1 bath,1000.0,Cara,11062521,1.0,bath,11062521
1573,52317811,587,Biarritz,100%,100%,Entire home/apt,37,55.0,"['email', 'phone']",1 bath,1000.0,Patricia,10186961,1.0,bath,10186961
1574,57421967,53,Saint-Jean-Pied-de-Port,68%,100%,Entire home/apt,33,71.0,"['email', 'phone']",2 baths,893.0,Philippe,11063610,2.0,baths,11063610
1575,6772799,49,Ciboure,40%,88%,Entire home/apt,38,100.0,"['email', 'phone']",1 bath,912.0,Marie Michelle,10188507,1.0,bath,10188507
1576,57501277,288,Biarritz,100%,100%,Private room,11,32.0,"['email', 'phone']",1 shared bath,846.0,Michel,11076598,1.0,shared bath,11076598
1577,57597881,7,Biarritz,83%,100%,Entire home/apt,39,90.0,"['email', 'phone']",1 bath,583.0,Anne,11092035,1.0,bath,11092035
1578,57608787,12,Saint-Jean-de-Luz,40%,100%,Entire home/apt,25,113.0,"['email', 'phone']",2 baths,1000.0,Françoise,11094087,2.0,baths,11094087
1579,26871894,407,Biarritz,100%,100%,Entire home/apt,35,74.0,['phone'],1 bath,442.0,Lili Et Vincent,11094413,1.0,bath,11094413
1580,52417866,47,Saint-Pierre-d'Irube,68%,100%,Entire home/apt,43,74.0,"['email', 'phone']",1 bath,741.0,Caroline,10203769,1.0,bath,10203769
1581,57737848,68,Biarritz,100%,100%,Entire home/apt,45,50.0,"['email', 'phone']",1 bath,682.0,Maud,11114054,1.0,bath,11114054
1582,46908250,74,Boucau,80%,100%,Entire home/apt,30,65.0,"['email', 'phone']",1 bath,1000.0,Cara,11154143,1.0,bath,11154143
1583,25486581,71,Biarritz,91%,100%,Entire home/apt,30,120.0,"['email', 'phone']",1 bath,1000.0,Francois,10215675,1.0,bath,10215675
1587,29056132,112,Anglet,54%,100%,Entire home/apt,30,51.0,"['email', 'phone']",1 bath,1000.0,Sandrine,11203291,1.0,bath,11203291
1589,41937928,59,Hendaye,94%,100%,Entire home/apt,50,53.0,"['email', 'phone']",1 bath,366.0,Florence,11222468,1.0,bath,11222468
1590,6667841,5,Villefranque,100%,60%,Private room,13,140.0,"['email', 'phone']",1 bath,593.0,Leclair De Marco,11230624,1.0,bath,11230624
1591,25295375,10,Hendaye,80%,100%,Entire home/apt,15,154.0,"['email', 'phone']",1 bath,573.0,Martine,10259699,1.0,bath,10259699
1592,10404208,26,Biarritz,69%,100%,Entire home/apt,30,105.0,"['email', 'phone']",1 bath,782.0,Marc,10309387,1.0,bath,10309387
1595,10831444,62,Bidart,100%,100%,Entire home/apt,47,56.0,"['email', 'phone']",1 bath,1000.0,Juliette,10325914,1.0,bath,10325914
1597,58588283,20,Bidart,88%,100%,Entire home/apt,26,116.0,"['email', 'phone']",1 bath,1000.0,Alain,11236894,1.0,bath,11236894
1598,19604302,172,Biarritz,100%,100%,Entire home/apt,22,130.0,"['email', 'phone']",1 bath,305.0,Fanny,10328026,1.0,bath,10328026
1599,53159280,22,Hasparren,33%,100%,Entire home/apt,8,60.0,"['email', 'phone']",1 bath,309.0,Miren,10330315,1.0,bath,10330315
1600,58655496,31,Espelette,100%,100%,Entire home/apt,32,110.0,"['email', 'phone']",1 bath,1000.0,Florence,11244880,1.0,bath,11244880
1601,53250185,116,Biarritz,97%,100%,Entire home/apt,38,88.0,"['email', 'phone']",1 bath,447.0,Laurent,10346210,1.0,bath,10346210
1603,11544893,34,Biarritz,95%,100%,Entire home/apt,56,100.0,['phone'],2 baths,1000.0,Bernard,10371445,2.0,baths,10371445
1604,5420846,51,Biarritz,100%,100%,Entire home/apt,28,70.0,"['email', 'phone', 'work_email']",1 bath,610.0,PIerre,11248215,1.0,bath,11248215
1605,28599812,49,Saint-Ãtienne-de-BaÃ¯gorry,81%,100%,Entire home/apt,20,50.0,"['email', 'phone']",1 bath,881.0,Cécile,10375588,1.0,bath,10375588
1606,22991528,6,Saint-Jean-de-Luz,50%,100%,Entire home/apt,13,180.0,"['email', 'phone']",1 bath,1000.0,Sophie,11252541,1.0,bath,11252541
1607,7221914,108,Anglet,72%,90%,Entire home/apt,32,183.0,"['email', 'phone']",1 bath,1000.0,Ivan,11253047,1.0,bath,11253047
1608,58738584,48,Ustaritz,79%,100%,Entire home/apt,26,59.0,"['email', 'phone']",1 bath,475.0,Jean-Claude,11256081,1.0,bath,11256081
1609,25273532,51,Bayonne,69%,100%,Entire home/apt,21,60.0,"['email', 'phone']",1 bath,1000.0,Pantxo,10384287,1.0,bath,10384287
1611,15467869,54,Bidart,100%,100%,Entire home/apt,42,89.0,"['email', 'phone']",1 bath,1000.0,Michael,11275217,1.0,bath,11275217
1613,12384234,25,GuÃ©thary,95%,100%,Entire home/apt,30,80.0,"['email', 'phone']",2 baths,1000.0,Cécile,11338800,2.0,baths,11338800
1614,53542945,59,Saint-Jean-de-Luz,75%,80%,Entire home/apt,51,274.0,"['email', 'phone']",2.5 baths,1000.0,Caroline,10398818,2.5,baths,10398818
1615,56728055,46,Espelette,100%,100%,Entire home/apt,55,300.0,"['email', 'phone']",3 baths,97.0,Filipe,11341250,3.0,baths,11341250
1616,33426157,128,Ciboure,100%,100%,Private room,28,108.0,"['email', 'phone']",1 private bath,1000.0,Elisabeth,11366197,1.0,private bath,11366197
1617,59703017,2,Urrugne,100%,100%,Entire home/apt,21,434.0,"['email', 'phone']",3 baths,556.0,Pascale,11384164,3.0,baths,11384164
1618,107343969,63,Saint-Jean-de-Luz,85%,86%,Entire home/apt,15,60.0,"['email', 'phone']",1 bath,1000.0,Luc,11384875,1.0,bath,11384875
1619,13809723,4,Ciboure,100%,100%,Entire home/apt,60,352.0,"['email', 'phone']",3 baths,1000.0,Casa Goldie,10398871,3.0,baths,10398871
1620,53680350,24,Biarritz,100%,100%,Entire home/apt,22,61.0,"['email', 'phone']",1 bath,835.0,Claude,10422658,1.0,bath,10422658
1621,17586540,27,Biarritz,100%,100%,Entire home/apt,34,90.0,"['email', 'phone']",1 bath,737.0,Jane,10447623,1.0,bath,10447623
1622,59416944,13,Biarritz,0%,100%,Entire home/apt,49,98.0,"['email', 'phone']",1.5 baths,1000.0,Danielle,11385792,1.5,baths,11385792
1623,59786393,9,Biarritz,80%,100%,Entire home/apt,43,110.0,"['email', 'phone']",1 bath,1000.0,Heidi,11394682,1.0,bath,11394682
1624,23773507,30,Ciboure,64%,100%,Entire home/apt,27,95.0,"['email', 'phone']",1 bath,690.0,Martine,11405780,1.0,bath,11405780
1626,53904667,79,Saint-Martin-d'Arberoue,89%,100%,Entire home/apt,52,81.0,"['email', 'phone']",1 bath,776.0,Marie-Luce,10461323,1.0,bath,10461323
1627,42448338,15,Bayonne,100%,80%,Entire home/apt,19,102.0,"['email', 'phone']",1.5 baths,750.0,Jimmy,11411363,1.5,baths,11411363
1628,38728574,19,Cambo-les-Bains,65%,100%,Entire home/apt,22,50.0,"['email', 'phone']",1 bath,1000.0,Martine,11412573,1.0,bath,11412573
1629,59960277,18,Mouguerre,67%,100%,Entire home/apt,25,45.0,"['email', 'phone']",1 bath,1000.0,Marcelle,11418390,1.0,bath,11418390
1631,49030446,23,Biarritz,25%,100%,Entire home/apt,25,90.0,"['email', 'phone']",1 bath,955.0,Stéphane,11425579,1.0,bath,11425579
1632,52315861,25,ArnÃ©guy,100%,100%,Entire home/apt,18,143.0,"['email', 'phone']",2 baths,688.0,Sybile,11431343,2.0,baths,11431343
1634,60209829,241,Anglet,88%,100%,Entire home/apt,40,45.0,"['email', 'phone']",1 bath,1000.0,Baptiste,11451705,1.0,bath,11451705
1635,17878807,59,Biarritz,100%,90%,Entire home/apt,15,62.0,"['email', 'phone']",1 bath,847.0,Olivier,10494020,1.0,bath,10494020
1637,1278218,60,Biarritz,83%,100%,Entire home/apt,38,100.0,"['email', 'phone']",1 bath,260.0,Alicia,11467990,1.0,bath,11467990
1639,54606396,97,Anglet,91%,100%,Entire home/apt,41,72.0,"['email', 'phone']",1 bath,975.0,Nicolas,10584583,1.0,bath,10584583
1640,60346033,134,Hendaye,91%,100%,Entire home/apt,37,99.0,"['email', 'phone']",1 bath,1000.0,Myriam,11470088,1.0,bath,11470088
1641,29845476,15,Bidart,11%,100%,Entire home/apt,46,290.0,"['email', 'phone']",1 bath,469.0,Deborah,11470201,1.0,bath,11470201
1642,2406853,160,Bidart,100%,100%,Entire home/apt,35,75.0,"['email', 'phone']",1 bath,1000.0,Sophie,11470221,1.0,bath,11470221
1643,52758713,207,Biarritz,94%,90%,Entire home/apt,31,80.0,"['email', 'phone']",1 bath,981.0,Nathalie,10602786,1.0,bath,10602786
1645,25680224,18,Bayonne,100%,100%,Entire home/apt,24,55.0,"['email', 'phone']",1 bath,1000.0,Yannis,11495422,1.0,bath,11495422
1646,54759407,26,Saint-Jean-de-Luz,88%,100%,Entire home/apt,43,85.0,"['email', 'phone']",1 bath,1000.0,Oliver & Idoia,10611909,1.0,bath,10611909
1647,54383012,165,Boucau,83%,90%,Entire home/apt,16,70.0,"['email', 'phone']",1 bath,543.0,Sandrine,11495670,1.0,bath,11495670
1648,44822362,116,Ustaritz,98%,100%,Entire home/apt,24,105.0,"['email', 'phone']",1 bath,851.0,Christine,11503149,1.0,bath,11503149
1650,54816612,96,Biarritz,100%,100%,Entire home/apt,32,84.0,"['email', 'phone']",1 bath,1000.0,Maria,10620726,1.0,bath,10620726
1651,54815421,35,Ascain,100%,100%,Entire home/apt,21,245.0,"['email', 'phone']",5 baths,245.0,Benedicte,10627952,5.0,baths,10627952
1655,54935786,10,Ciboure,60%,50%,Entire home/apt,20,160.0,"['email', 'phone']",2 baths,1000.0,Laurent,10639945,2.0,baths,10639945
1657,60798275,62,Anglet,100%,90%,Entire home/apt,38,86.0,"['email', 'phone']",1 bath,1000.0,Benjamin,11528921,1.0,bath,11528921
1658,53904667,142,Saint-Martin-d'Arberoue,89%,100%,Private room,19,63.0,"['email', 'phone']",2 baths,1000.0,Marie-Luce,10669017,2.0,baths,10669017
1659,5299710,52,Biarritz,100%,100%,Entire home/apt,51,108.0,"['email', 'phone']",2 baths,1000.0,Catherine,11530436,2.0,baths,11530436
1661,61104242,52,Biarritz,47%,0%,Entire home/apt,30,150.0,"['email', 'phone', 'work_email']",2 baths,1000.0,Maylis,11566815,2.0,baths,11566815
1662,55265406,33,Anglet,68%,100%,Entire home/apt,27,150.0,"['email', 'phone']",2 baths,404.0,Marie,10696886,2.0,baths,10696886
1663,55307826,9,Bayonne,60%,83%,Entire home/apt,14,80.0,"['email', 'phone']",1 bath,480.0,Jon,10704043,1.0,bath,10704043
1664,61129800,4,OssÃ¨s,0%,0%,Entire home/apt,21,100.0,"['email', 'phone']",1 bath,211.0,Andre,11569943,1.0,bath,11569943
1665,38206635,6,Biarritz,50%,100%,Entire home/apt,7,80.0,"['email', 'phone']",1 bath,622.0,Michele,10716840,1.0,bath,10716840
1667,61139148,193,Saint-Jean-de-Luz,100%,100%,Entire home/apt,37,94.0,"['email', 'phone']",1 bath,1000.0,Ramuntxo,11571204,1.0,bath,11571204
1669,55496897,14,Biarritz,100%,100%,Entire home/apt,41,150.0,['phone'],2 baths,520.0,Teresa,10735606,2.0,baths,10735606
1670,61232305,24,Biarritz,86%,100%,Entire home/apt,25,343.0,"['email', 'phone']",2 baths,1000.0,Michel,11581829,2.0,baths,11581829
1671,61411732,389,Ciboure,100%,100%,Private room,20,78.0,"['email', 'phone']",1 shared bath,918.0,Yolande,11604704,1.0,shared bath,11604704
1672,53043403,137,Ciboure,100%,100%,Entire home/apt,35,73.0,"['email', 'phone']",1 bath,1000.0,Patrick,10781426,1.0,bath,10781426
1673,3419305,6,Arcangues,97%,71%,Entire home/apt,21,232.0,"['email', 'phone']",2 baths,1000.0,Manon,10781998,2.0,baths,10781998
1674,61493937,0,EstÃ©renÃ§uby,0%,0%,Entire home/apt,8,85.0,"['email', 'phone']",1 bath,1000.0,Annie,11614380,1.0,bath,11614380
1675,27835066,57,Bayonne,100%,100%,Entire home/apt,33,1000.0,"['email', 'phone']",1 bath,954.0,Claire,12324747,1.0,bath,12324747
1677,15477543,30,Biarritz,100%,100%,Entire home/apt,15,70.0,['phone'],1 bath,686.0,Guy,12328286,1.0,bath,12328286
1678,66595693,75,Urrugne,64%,50%,Private room,33,90.0,"['email', 'phone']",2 baths,688.0,Marie,12337512,2.0,baths,12337512
1679,61539137,4,Biarritz,50%,100%,Entire home/apt,28,290.0,"['email', 'phone']",3.5 baths,1000.0,Patricia,11620548,3.5,baths,11620548
1681,59179212,5,Bassussarry,0%,100%,Entire home/apt,49,340.0,"['email', 'phone']",2 baths,1000.0,Karine,12338961,2.0,baths,12338961
1682,61733762,13,Jatxou,100%,100%,Entire home/apt,53,79.0,"['email', 'phone']",1.5 baths,1000.0,Christophe,11642647,1.5,baths,11642647
1683,35209689,9,Saint-Jean-de-Luz,38%,100%,Entire home/apt,14,450.0,"['email', 'phone']",3 baths,295.0,Elfi,12353015,3.0,baths,12353015
1684,66749544,79,Anglet,59%,100%,Entire home/apt,15,60.0,"['email', 'phone']",1 bath,428.0,Marie-Hélène,12358394,1.0,bath,12358394
1686,66764872,2,GuÃ©thary,33%,60%,Entire home/apt,19,860.0,"['email', 'phone']",6 baths,1000.0,Andrée,12361318,6.0,baths,12361318
1687,15146090,42,Saint-Jean-de-Luz,36%,60%,Entire home/apt,67,202.0,"['email', 'phone']",2 baths,1000.0,Patrick Et Lily,11650387,2.0,baths,11650387
1688,66835723,146,Biarritz,100%,100%,Entire home/apt,38,65.0,"['email', 'phone']",1 bath,565.0,Fabienne,12380693,1.0,bath,12380693
1690,61943906,92,Biarritz,100%,100%,Entire home/apt,64,119.0,"['email', 'phone']",1.5 baths,1000.0,Reine,11668103,1.5,baths,11668103
1691,66849765,60,Espelette,98%,100%,Private room,30,90.0,"['email', 'phone']",1 private bath,1000.0,Anne,12391485,1.0,private bath,12391485
1692,62001431,270,Biarritz,100%,100%,Entire home/apt,70,99.0,"['email', 'phone']",1 bath,1000.0,Dörte And Thomas,11675434,1.0,bath,11675434
1693,62004122,78,Cambo-les-Bains,87%,100%,Entire home/apt,28,53.0,"['email', 'phone', 'work_email']",1 bath,370.0,Manon,11675731,1.0,bath,11675731
1694,39254721,24,Biarritz,88%,100%,Private room,13,65.0,"['email', 'phone', 'work_email']",1.5 baths,1000.0,Helene,11683258,1.5,baths,11683258
1695,67044996,10,Ahetze,81%,83%,Entire home/apt,31,90.0,"['email', 'phone']",1 bath,808.0,Alice,12399881,1.0,bath,12399881
1696,62079371,129,Bayonne,100%,100%,Entire home/apt,29,90.0,"['email', 'phone']",1 bath,596.0,Lucie,11685698,1.0,bath,11685698
